
00,000;-5,635
00,003;-5,635
00,006;-5,635
00,008;-5,635
00,011;-5,635
00,014;-5,635
00,017;-5,735
00,019;-5,77
00,022;-5,795
00,025;-5,8
00,028;-5,81
00,031;-5,825
00,033;-5,805
00,036;-5,805
00,039;-5,795
00,042;-5,76
00,044;-5,76
00,047;-5,765
00,050;-5,75
00,053;-5,75
00,056;-5,76
00,058;-5,76
00,061;-5,785
00,064;-5,795
00,067;-5,81
00,069;-5,8
00,072;-5,81
00,075;-5,8
00,078;-5,805
00,081;-5,815
00,083;-5,82
00,086;-5,825
00,089;-5,815
00,092;-5,8
00,094;-5,805
00,097;-5,77
00,100;-5,775
00,103;-5,78
00,106;-5,82
00,108;-5,84
00,111;-5,885
00,114;-5,965
00,117;-6,05
00,119;-6,155
00,122;-6,295
00,125;-6,45
00,128;-6,605
00,131;-6,73
00,133;-6,79
00,136;-6,73
00,139;-6,62
00,142;-6,445
00,144;-6,295
00,147;-6,16
00,150;-6,03
00,153;-5,875
00,156;-5,63
00,158;-5,315
00,161;-5,01
00,164;-4,78
00,167;-4,715
00,169;-4,82
00,172;-5,05
00,175;-5,33
00,178;-5,565
00,181;-5,73
00,183;-5,815
00,186;-5,86
00,189;-5,895
00,192;-5,92
00,194;-5,975
00,197;-6,045
00,200;-6,105
00,203;-6,125
00,206;-6,13
00,208;-6,09
00,211;-6,07
00,214;-6,085
00,217;-6,07
00,219;-6,08
00,222;-6,05
00,225;-6,04
00,228;-5,995
00,231;-5,96
00,233;-5,88
00,236;-5,82
00,239;-5,765
00,242;-5,72
00,244;-5,685
00,247;-5,685
00,250;-5,705
00,253;-5,725
00,256;-5,74
00,258;-5,73
00,261;-5,715
00,264;-5,705
00,267;-5,72
00,269;-5,755
00,272;-5,79
00,275;-5,83
00,278;-5,825
00,281;-5,84
00,283;-5,825
00,286;-5,84
00,289;-5,875
00,292;-5,895
00,294;-5,905
00,297;-5,92
00,300;-5,905
00,303;-5,89
00,306;-5,895
00,308;-5,905
00,311;-5,95
00,314;-6,005
00,317;-6,055
00,319;-6,09
00,322;-6,115
00,325;-6,11
00,328;-6,11
00,331;-6,095
00,333;-6,085
00,336;-6,08
00,339;-6,08
00,342;-6,09
00,344;-6,105
00,347;-6,12
00,350;-6,17
00,353;-6,16
00,356;-6,18
00,358;-6,175
00,361;-6,165
00,364;-6,185
00,367;-6,175
00,369;-6,17
00,372;-6,175
00,375;-6,2
00,378;-6,245
00,381;-6,265
00,383;-6,285
00,386;-6,28
00,389;-6,27
00,392;-6,26
00,394;-6,27
00,397;-6,28
00,400;-6,24
00,403;-6,215
00,406;-6,195
00,408;-6,15
00,411;-6,105
00,414;-6,095
00,417;-6,085
00,419;-6,08
00,422;-6,095
00,425;-6,095
00,428;-6,1
00,431;-6,1
00,433;-6,095
00,436;-6,085
00,439;-6,075
00,442;-6,055
00,444;-6,05
00,447;-6,045
00,450;-6,05
00,453;-6,045
00,456;-6,02
00,458;-6,005
00,461;-5,98
00,464;-5,965
00,467;-5,945
00,469;-5,93
00,472;-5,94
00,475;-5,95
00,478;-5,95
00,481;-5,95
00,483;-5,95
00,486;-5,94
00,489;-5,91
00,492;-5,885
00,494;-5,845
00,497;-5,84
00,500;-5,82
00,503;-5,81
00,506;-5,81
00,508;-5,82
00,511;-5,82
00,514;-5,825
00,517;-5,825
00,519;-5,815
00,522;-5,8
00,525;-5,79
00,528;-5,79
00,531;-5,78
00,533;-5,775
00,536;-5,755
00,539;-5,755
00,542;-5,745
00,544;-5,785
00,547;-5,795
00,550;-5,795
00,553;-5,78
00,556;-5,785
00,558;-5,77
00,561;-5,785
00,564;-5,815
00,567;-5,805
00,569;-5,8
00,572;-5,815
00,575;-5,82
00,578;-5,805
00,581;-5,8
00,583;-5,79
00,586;-5,79
00,589;-5,78
00,592;-5,79
00,594;-5,795
00,597;-5,805
00,600;-5,795
00,603;-5,76
00,606;-5,735
00,608;-5,735
00,611;-5,73
00,614;-5,765
00,617;-5,8
00,619;-5,865
00,622;-5,87
00,625;-5,885
00,628;-5,865
00,631;-5,83
00,633;-5,8
00,636;-5,795
00,639;-5,78
00,642;-5,81
00,644;-5,83
00,647;-5,85
00,650;-5,85
00,653;-5,85
00,656;-5,825
00,658;-5,805
00,661;-5,8
00,664;-5,79
00,667;-5,825
00,669;-5,84
00,672;-5,84
00,675;-5,85
00,678;-5,825
00,681;-5,825
00,683;-5,81
00,686;-5,815
00,689;-5,84
00,692;-5,86
00,694;-5,86
00,697;-5,875
00,700;-5,88
00,703;-5,85
00,706;-5,84
00,708;-5,825
00,711;-5,85
00,714;-5,87
00,717;-5,865
00,719;-5,855
00,722;-5,845
00,725;-5,85
00,728;-5,855
00,731;-5,865
00,733;-5,865
00,736;-5,87
